stoxxId,name,owner,totalPatents,technologyName,technologyCode,totalPatentsInTechnology,worldClassPatentsInTechnology,specialisation,environment,environmentWorldClass
625029,EconsightEnergyPatent,Enplas Corp,753,Fuel Cell Manufacturing,NULL,4,1,0.0053,4,1
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Green-Blue Hydrogen Production,NULL,75,6,0.0212,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Green-Blue Methanol Production,NULL,7,NULL,0.002,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,"Porous Carbon Electrode, Anode",NULL,10,1,0.0028,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,17,NULL,0.0048,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Fuel Cell Manufacturing,NULL,393,40,0.1111,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Fuel Cell Stationary Power Systems,NULL,67,8,0.0189,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Fuel Cells in Mobility,NULL,14,1,0.004,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,42,5,0.0119,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Hydrogen Generation and Storage,NULL,249,33,0.0704,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,23,6,0.0065,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Hydrogen Tank,NULL,9,2,0.0025,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Batteries in Mobility,NULL,19,2,0.0054,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Batteries in Stationary Applications,NULL,55,3,0.0155,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Battery Charger For Vehicle,NULL,4,NULL,0.0011,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Double Layer Capacitors in Mobility Applications,NULL,6,NULL,0.0017,576,58
666176,EconsightEnergyPatent,Osaka Gas Co Ltd,3538,Double Layer Capacitors in Stationary Applications,NULL,6,1,0.0017,576,58
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Batteries in Mobility,NULL,3,2,0.0017,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Batteries in Stationary Applications,NULL,1,1,0.0006,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Double Layer Capacitors in Mobility Applications,NULL,3,1,0.0017,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.0006,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Fuel Cell Manufacturing,NULL,3,2,0.0017,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Fuel Cell Stationary Power Systems,NULL,3,2,0.0017,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Fuel Cells in Mobility,NULL,2,1,0.0011,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,Hydrogen Generation and Storage,NULL,2,1,0.0011,12,5
JP10FO,EconsightEnergyPatent,Otsuka Holdings Co Ltd,1743,"Porous Carbon Electrode, Anode",NULL,1,NULL,0.0006,12,5
665640,EconsightEnergyPatent,Obayashi Corp,2317,Green-Blue Hydrogen Production,NULL,1,NULL,0.0004,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,NULL,0.0004,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Batteries in Mobility,NULL,5,NULL,0.0022,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Batteries in Stationary Applications,NULL,5,NULL,0.0022,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Battery Charger For Vehicle,NULL,5,NULL,0.0022,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,7,NULL,0.003,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Green Hydrogen,NULL,1,NULL,0.0004,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,2,NULL,0.0009,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Hydrogen Fueling Stations,NULL,2,NULL,0.0009,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Hydrogen Generation and Storage,NULL,5,NULL,0.0022,17,0
665640,EconsightEnergyPatent,Obayashi Corp,2317,Hydrogen Tank,NULL,3,NULL,0.0013,17,0
665784,EconsightEnergyPatent,Okamura Corp,1628,Batteries in Mobility,NULL,3,1,0.0018,4,1
665784,EconsightEnergyPatent,Okamura Corp,1628,Batteries in Stationary Applications,NULL,1,NULL,0.0006,4,1
665784,EconsightEnergyPatent,Okamura Corp,1628,Battery Charger For Vehicle,NULL,3,1,0.0018,4,1
665768,EconsightEnergyPatent,Oki Electric Industry Co Ltd,6807,Batteries in Mobility,NULL,1,NULL,0.0001,6,1
665768,EconsightEnergyPatent,Oki Electric Industry Co Ltd,6807,Batteries in Stationary Applications,NULL,5,1,0.0007,6,1
665768,EconsightEnergyPatent,Oki Electric Industry Co Ltd,6807,Battery Charger For Vehicle,NULL,1,NULL,0.0001,6,1
665780,EconsightEnergyPatent,Okumura Corp,826,Batteries in Mobility,NULL,1,NULL,0.0012,1,0
665780,EconsightEnergyPatent,Okumura Corp,826,Battery Charger For Vehicle,NULL,1,NULL,0.0012,1,0
JP1URU,EconsightEnergyPatent,Optim Corp,374,Batteries in Mobility,NULL,2,NULL,0.0053,2,0
JP804K,EconsightEnergyPatent,Optex Group Co Ltd,333,Batteries in Mobility,NULL,1,NULL,0.003,1,0
JP804K,EconsightEnergyPatent,Optex Group Co Ltd,333,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.003,1,0
665942,EconsightEnergyPatent,Omron Corp,8188,Batteries in Mobility,NULL,90,16,0.011,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Batteries in Stationary Applications,NULL,86,10,0.0105,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Battery Charger For Vehicle,NULL,68,13,0.0083,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Double Layer Capacitors in Mobility Applications,NULL,2,1,0.0002,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Double Layer Capacitors in Stationary Applications,NULL,5,NULL,0.0006,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,26,10,0.0032,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Fuel Cell Manufacturing,NULL,3,NULL,0.0004,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Fuel Cell Stationary Power Systems,NULL,3,NULL,0.0004,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Fuel Cells in Mobility,NULL,3,NULL,0.0004,182,33
665942,EconsightEnergyPatent,Omron Corp,8188,Hydrogen Generation and Storage,NULL,1,NULL,0.0001,182,33
666114,EconsightEnergyPatent,Orix Corp,385,Batteries in Mobility,NULL,1,NULL,0.0026,2,0
666114,EconsightEnergyPatent,Orix Corp,385,Batteries in Stationary Applications,NULL,1,NULL,0.0026,2,0
666114,EconsightEnergyPatent,Orix Corp,385,Battery Charger For Vehicle,NULL,1,NULL,0.0026,2,0
JP30S3,EconsightEnergyPatent,Orix Corp,385,Batteries in Mobility,NULL,1,NULL,0.0026,2,0
JP30S3,EconsightEnergyPatent,Orix Corp,385,Batteries in Stationary Applications,NULL,1,NULL,0.0026,2,0
JP30S3,EconsightEnergyPatent,Orix Corp,385,Battery Charger For Vehicle,NULL,1,NULL,0.0026,2,0
665880,EconsightEnergyPatent,Olympus Corp,12996,Batteries in Mobility,NULL,1,NULL,0.0001,7,1
665880,EconsightEnergyPatent,Olympus Corp,12996,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0001,7,1
665880,EconsightEnergyPatent,Olympus Corp,12996,Fuel Cell Manufacturing,NULL,3,1,0.0002,7,1
665880,EconsightEnergyPatent,Olympus Corp,12996,Fuel Cell Stationary Power Systems,NULL,1,1,0.0001,7,1
665880,EconsightEnergyPatent,Olympus Corp,12996,Fuel Cells in Mobility,NULL,2,NULL,0.0002,7,1
665880,EconsightEnergyPatent,Olympus Corp,12996,Hydrogen Generation and Storage,NULL,3,1,0.0002,7,1
665880,EconsightEnergyPatent,Olympus Corp,12996,Hydrogen Tank,NULL,2,1,0.0002,7,1
647052,EconsightEnergyPatent,Organo Corp,1096,Fuel Cell Stationary Power Systems,NULL,2,1,0.0018,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,NULL,0.0009,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,Hydrogen Generation and Storage,NULL,19,6,0.0173,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,1,0.0009,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0009,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,Fuel Cell Manufacturing,NULL,11,2,0.01,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,Green-Blue Hydrogen Production,NULL,2,NULL,0.0018,33,8
647052,EconsightEnergyPatent,Organo Corp,1096,Green-Blue Methanol Production,NULL,2,NULL,0.0018,33,8
648380,EconsightEnergyPatent,Kao Corp,12692,Fuel Cell Manufacturing,NULL,5,1,0.0004,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,Green-Blue Hydrogen Production,NULL,3,NULL,0.0002,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,Green-Blue Methanol Production,NULL,1,NULL,0.0001,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,NULL,0.0001,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,"Porous Carbon Electrode, Anode",NULL,3,1,0.0002,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,Batteries in Mobility,NULL,4,NULL,0.0003,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,Fuel Cells in Mobility,NULL,2,1,0.0002,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,Hydrogen Generation and Storage,NULL,22,1,0.0017,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,2,NULL,0.0002,34,3
648380,EconsightEnergyPatent,Kao Corp,12692,Hydrogen Tank,NULL,2,NULL,0.0002,34,3
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Batteries in Mobility,NULL,10,2,0.0012,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Batteries in Stationary Applications,NULL,6,1,0.0007,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Battery Charger For Vehicle,NULL,3,1,0.0004,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Double Layer Capacitors in Stationary Applications,NULL,2,NULL,0.0002,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Fuel Cell Manufacturing,NULL,11,2,0.0013,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Fuel Cell Stationary Power Systems,NULL,2,NULL,0.0002,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Fuel Cells in Mobility,NULL,4,NULL,0.0005,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,NULL,0.0001,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Hydrogen Generation and Storage,NULL,5,2,0.0006,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,NULL,0.0001,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Green-Blue Hydrogen Production,NULL,3,2,0.0004,25,5
617896,EconsightEnergyPatent,Casio Computer Co Ltd,8162,Green-Blue Methanol Production,NULL,2,1,0.0002,25,5
648132,EconsightEnergyPatent,Kajima Corp,2792,Green-Blue Hydrogen Production,NULL,4,NULL,0.0014,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,Batteries in Mobility,NULL,3,NULL,0.0011,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,Batteries in Stationary Applications,NULL,5,1,0.0018,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,Battery Charger For Vehicle,NULL,1,NULL,0.0004,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0004,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,Fuel Cell Manufacturing,NULL,8,2,0.0029,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,Fuel Cell Stationary Power Systems,NULL,5,NULL,0.0018,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,2,NULL,0.0007,20,3
648132,EconsightEnergyPatent,Kajima Corp,2792,Hydrogen Generation and Storage,NULL,11,1,0.0039,20,3
648336,EconsightEnergyPatent,Kaneka Corp,5151,Batteries in Mobility,NULL,15,2,0.0029,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Batteries in Stationary Applications,NULL,16,4,0.0031,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Battery Charger For Vehicle,NULL,2,NULL,0.0004,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0002,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,21,5,0.0041,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Fuel Cell Manufacturing,NULL,15,1,0.0029,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Fuel Cell Stationary Power Systems,NULL,3,NULL,0.0006,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Fuel Cells in Mobility,NULL,2,1,0.0004,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Green Hydrogen,NULL,4,NULL,0.0008,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,8,1,0.0016,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Hydrogen Generation and Storage,NULL,19,4,0.0037,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Hydrogen Tank,NULL,1,NULL,0.0002,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,Green-Blue Hydrogen Production,NULL,14,3,0.0027,92,21
648336,EconsightEnergyPatent,Kaneka Corp,5151,"Porous Carbon Electrode, Anode",NULL,3,1,0.0006,92,21
648346,EconsightEnergyPatent,Kanematsu Corp,19,Batteries in Mobility,NULL,1,1,0.0526,1,1
648346,EconsightEnergyPatent,Kanematsu Corp,19,Battery Charger For Vehicle,NULL,1,1,0.0526,1,1
648346,EconsightEnergyPatent,Kanematsu Corp,19,Fuel Cells in Mobility,NULL,1,1,0.0526,1,1
648500,EconsightEnergyPatent,KYB Corp,2136,Batteries in Mobility,NULL,9,NULL,0.0042,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,Battery Charger For Vehicle,NULL,7,NULL,0.0033,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0005,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,2,NULL,0.0009,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,Fuel Cell Manufacturing,NULL,2,NULL,0.0009,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,Fuel Cells in Mobility,NULL,6,NULL,0.0028,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,Hydrogen Generation and Storage,NULL,5,1,0.0023,22,1
648500,EconsightEnergyPatent,KYB Corp,2136,Hydrogen Tank,NULL,2,1,0.0009,22,1
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Batteries in Mobility,NULL,108,22,0.0274,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Batteries in Stationary Applications,NULL,16,5,0.0041,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Battery Charger For Vehicle,NULL,55,14,0.014,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Double Layer Capacitors in Mobility Applications,NULL,10,2,0.0025,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Double Layer Capacitors in Stationary Applications,NULL,3,NULL,0.0008,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,16,7,0.0041,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Fuel Cell Manufacturing,NULL,19,8,0.0048,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Fuel Cell Stationary Power Systems,NULL,2,2,0.0005,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Fuel Cells in Mobility,NULL,26,4,0.0066,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Green Hydrogen,NULL,7,2,0.0018,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,12,7,0.003,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Hydrogen Fueling Stations,NULL,2,1,0.0005,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Hydrogen Generation and Storage,NULL,108,24,0.0274,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,20,4,0.0051,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Hydrogen Tank,NULL,67,12,0.017,266,67
648462,EconsightEnergyPatent,Kawasaki Heavy Industries Co Ltd,3940,Green-Blue Hydrogen Production,NULL,17,7,0.0043,266,67
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Green-Blue Hydrogen Production,NULL,5,NULL,0.0076,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Batteries in Mobility,NULL,8,NULL,0.0121,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Batteries in Stationary Applications,NULL,7,2,0.0106,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Battery Charger For Vehicle,NULL,6,NULL,0.0091,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.0015,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,5,2,0.0076,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Fuel Cell Manufacturing,NULL,13,2,0.0197,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Fuel Cells in Mobility,NULL,2,NULL,0.003,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Green Hydrogen,NULL,2,NULL,0.003,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,NULL,0.0015,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,Hydrogen Generation and Storage,NULL,8,1,0.0121,33,5
648348,EconsightEnergyPatent,Kansai Electric Power Co Inc,661,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,2,NULL,0.003,33,5
648374,EconsightEnergyPatent,Kansai Paint Co Ltd,910,Batteries in Mobility,NULL,9,2,0.0099,10,2
648374,EconsightEnergyPatent,Kansai Paint Co Ltd,910,Hydrogen Generation and Storage,NULL,1,NULL,0.0011,10,2
648374,EconsightEnergyPatent,Kansai Paint Co Ltd,910,"Porous Carbon Electrode, Anode",NULL,1,NULL,0.0011,10,2
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Green-Blue Hydrogen Production,NULL,2,NULL,0.0138,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,2,NULL,0.0138,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,"Porous Carbon Electrode, Anode",NULL,4,1,0.0276,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Batteries in Mobility,NULL,8,3,0.0552,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Batteries in Stationary Applications,NULL,3,NULL,0.0207,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Battery Charger For Vehicle,NULL,1,NULL,0.0069,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Double Layer Capacitors in Stationary Applications,NULL,4,NULL,0.0276,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Fuel Cell Manufacturing,NULL,7,NULL,0.0483,25,4
648362,EconsightEnergyPatent,Kanto Denka Kogyo Co Ltd,145,Hydrogen Generation and Storage,NULL,6,1,0.0414,25,4
649080,EconsightEnergyPatent,Kikkoman Corp,414,Fuel Cell Manufacturing,NULL,10,NULL,0.0242,10,0
649080,EconsightEnergyPatent,Kikkoman Corp,414,"Porous Carbon Electrode, Anode",NULL,6,NULL,0.0145,10,0
649427,EconsightEnergyPatent,Kitz Corp,453,"Porous Carbon Electrode, Anode",NULL,1,NULL,0.0022,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,Batteries in Stationary Applications,NULL,1,NULL,0.0022,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,Fuel Cell Manufacturing,NULL,6,2,0.0132,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,Fuel Cells in Mobility,NULL,11,1,0.0243,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,Hydrogen Fueling Stations,NULL,14,2,0.0309,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,Hydrogen Generation and Storage,NULL,8,NULL,0.0177,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,NULL,0.0022,17,2
649427,EconsightEnergyPatent,Kitz Corp,453,Hydrogen Tank,NULL,2,NULL,0.0044,17,2
617232,EconsightEnergyPatent,Canon Inc,73153,Batteries in Mobility,NULL,48,7,0.0007,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Batteries in Stationary Applications,NULL,11,1,0.0002,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Battery Charger For Vehicle,NULL,27,3,0.0004,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Double Layer Capacitors in Mobility Applications,NULL,2,NULL,0,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Double Layer Capacitors in Stationary Applications,NULL,3,NULL,0,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,NULL,0,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Fuel Cell Manufacturing,NULL,19,4,0.0003,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Fuel Cell Stationary Power Systems,NULL,5,1,0.0001,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Fuel Cells in Mobility,NULL,9,2,0.0001,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Green Hydrogen,NULL,1,NULL,0,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,1,0,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Hydrogen Generation and Storage,NULL,12,3,0.0002,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,NULL,0,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Hydrogen Tank,NULL,5,NULL,0.0001,95,17
617232,EconsightEnergyPatent,Canon Inc,73153,Green-Blue Hydrogen Production,NULL,1,NULL,0,95,17
649980,EconsightEnergyPatent,Kyushu Electric Power Co Inc,256,Batteries in Mobility,NULL,7,3,0.0273,16,6
649980,EconsightEnergyPatent,Kyushu Electric Power Co Inc,256,Batteries in Stationary Applications,NULL,6,2,0.0234,16,6
649980,EconsightEnergyPatent,Kyushu Electric Power Co Inc,256,Battery Charger For Vehicle,NULL,4,3,0.0156,16,6
649980,EconsightEnergyPatent,Kyushu Electric Power Co Inc,256,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,4,2,0.0156,16,6
649980,EconsightEnergyPatent,Kyushu Electric Power Co Inc,256,Hydrogen Generation and Storage,NULL,2,1,0.0078,16,6
649926,EconsightEnergyPatent,Kyocera Corp,23808,Batteries in Mobility,NULL,51,5,0.0021,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Batteries in Stationary Applications,NULL,230,38,0.0097,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Battery Charger For Vehicle,NULL,21,1,0.0009,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Double Layer Capacitors in Mobility Applications,NULL,5,NULL,0.0002,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Double Layer Capacitors in Stationary Applications,NULL,14,1,0.0006,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,79,26,0.0033,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Fuel Cell Manufacturing,NULL,640,108,0.0269,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Fuel Cell Stationary Power Systems,NULL,160,22,0.0067,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Fuel Cells in Mobility,NULL,14,2,0.0006,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Green Hydrogen,NULL,6,NULL,0.0003,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,32,8,0.0013,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Hydrogen Generation and Storage,NULL,157,37,0.0066,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,3,1,0.0001,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Hydrogen Tank,NULL,1,1,0,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,Green-Blue Hydrogen Production,NULL,14,2,0.0006,982,173
